article_name,country,region,revision_id,article_quality,population
Surajbhan Singh,india,ASIA,806868721,Start,1400.1
Vaiko,india,ASIA,806873954,C,1400.1
S. Ramadoss,india,ASIA,806883583,Stub,1400.1
Mukunda Ram Choudhury,india,ASIA,806925410,Stub,1400.1
Sukh Ram,india,ASIA,806955889,Start,1400.1
Vasundhara Raje,india,ASIA,806956603,C,1400.1
Rakesh Singha,india,ASIA,807004926,Stub,1400.1
Nirmala Sitharaman,india,ASIA,807039937,C,1400.1
Madan Tamang,india,ASIA,807133964,C,1400.1
Vijay Mallya,india,ASIA,807147026,B,1400.1
Ambedkar family,india,ASIA,807149436,Stub,1400.1
Vijayakanth,india,ASIA,807153684,B,1400.1
Govind Gaude,india,ASIA,807157534,Stub,1400.1
Vijaya Raje,india,ASIA,807161333,Stub,1400.1
Arindam Bhattacharya (politician),india,ASIA,807171497,Stub,1400.1
Gandhism,india,ASIA,807182353,C,1400.1
Lalu Prasad Yadav,india,ASIA,807186937,GA,1400.1
Political families of Maharashtra,india,ASIA,807188327,B,1400.1
Pranab Mukherjee,india,ASIA,807204320,GA,1400.1
Innocent (actor),india,ASIA,807204700,C,1400.1
Arvind Kejriwal,india,ASIA,807217536,GA,1400.1
Madhu Kinnar,india,ASIA,807254742,Stub,1400.1
Sharad Pawar,india,ASIA,807259028,C,1400.1
Sushma Swaraj,india,ASIA,807283769,C,1400.1
H. Khekiho Zhimomi,india,ASIA,807301484,Stub,1400.1
J. F. R. Jacob,india,ASIA,807312721,GA,1400.1
Maqbool Sherwani,india,ASIA,807320547,Stub,1400.1
Rajendra Kumar Rai,india,ASIA,807323964,Stub,1400.1
Emonsing M Sangma,india,ASIA,807338356,Stub,1400.1
Mohammad Shafi Qureshi,india,ASIA,807341484,Start,1400.1
Sriman Prafulla Goswami,india,ASIA,807348173,Stub,1400.1
Yasoda Reddy,india,ASIA,807351379,Stub,1400.1
Bira Kesari Deo,india,ASIA,807354190,Stub,1400.1
Chityala Ailamma,india,ASIA,807354591,Start,1400.1
K Chandrasekharan,india,ASIA,807357885,Stub,1400.1
Syama Prasad Mukherjee,india,ASIA,807372494,GA,1400.1
H. Raja,india,ASIA,807372567,Start,1400.1
Ramesh Chander Kaushik,india,ASIA,807373521,Stub,1400.1
Aseem Goel,india,ASIA,807383037,Stub,1400.1
A M Tariq,india,ASIA,807391645,Stub,1400.1
Mamata Banerjee,india,ASIA,807406359,B,1400.1
Indira Gandhi,india,ASIA,807439033,B,1400.1
V.P. Deenadayalu Naidu,india,ASIA,807478407,Stub,1400.1
Mangal Das Pakvasa,india,ASIA,807479965,Stub,1400.1
The Man with the Chocolate Robe,iran,ASIA,560758943,Stub,84.15
Electoral history of Mohammad Khatami,iran,ASIA,687159388,Start,84.15
Electoral history of Mahmoud Ahmadinejad,iran,ASIA,687159391,Start,84.15
Electoral history of Ali Larijani,iran,ASIA,687159546,Start,84.15
Khanzahi,iran,ASIA,696608092,Stub,84.15
Mohammad Saeedi,iran,ASIA,705527296,Stub,84.15
Abdallah ibn Ishaq ibn Ibrahim,iran,ASIA,707328021,Stub,84.15
Homa Arjomand,iran,ASIA,707498896,Stub,84.15
Saeed Shirkavand,iran,ASIA,709493078,Stub,84.15
Gholamreza Rezvani,iran,ASIA,709560459,Stub,84.15
Mehrnoush Najafi Ragheb,iran,ASIA,710012667,Stub,84.15
Mohsen Safaei Farahani,iran,ASIA,710019787,Start,84.15
Kianush Sanjari,iran,ASIA,710812022,Stub,84.15
Mohammad-Reza Modarresi Yazdi,iran,ASIA,711879916,Stub,84.15
Mohammad-Hossein Khoshvaght,iran,ASIA,711880330,Stub,84.15
Ezzat Ebrahim-Nejad,iran,ASIA,713312428,Start,84.15
Hossein Ardabili,iran,ASIA,713683090,Stub,84.15
Koorosh Modaressi,iran,ASIA,713867364,Stub,84.15
Jalal Al-Din Taheri,iran,ASIA,716732135,Start,84.15
Electoral history of Mohsen Rezaee,iran,ASIA,716976407,Stub,84.15
Yadollah Javani,iran,ASIA,717092724,Start,84.15
Alireza Noori,iran,ASIA,717624534,Stub,84.15
Fereidon Hasanvand,iran,ASIA,720868456,Stub,84.15
Kasra Nikzad,iran,ASIA,720959757,Stub,84.15
Amir-Hossein Khozeimé Alam,iran,ASIA,723208854,Stub,84.15
Seqat-ol-Eslam Tabrizi,iran,ASIA,723570211,Start,84.15
Mohammad Vaez Mousavi,iran,ASIA,723662676,Stub,84.15
Ahmad Hussein Adl,iran,ASIA,723988439,Stub,84.15
Abolhassan Diba,iran,ASIA,724335320,Start,84.15
Ayatollah Uzma Sayyid Ali Hussaini Khamenei,iran,ASIA,724533651,Stub,84.15
Ali Malakouti,iran,ASIA,724880477,Stub,84.15
Mir Ebrahim Seyyed Hatami,iran,ASIA,724880556,Stub,84.15
Fereydun Ebrahimi,iran,ASIA,725638368,Stub,84.15
Salamullah Javid,iran,ASIA,725639413,Stub,84.15
Mohammad Biriya,iran,ASIA,725642494,Stub,84.15
Rabi-ollah Kabiri,iran,ASIA,725642519,Stub,84.15
Seyed Esmaeil Mousavi Zanjani,iran,ASIA,725755199,Stub,84.15
Mohammad Hassannejad,iran,ASIA,728300066,Stub,84.15
Mohammad Bagher Kharazi,iran,ASIA,728507931,Start,84.15
Majid Takht-Ravanchi,iran,ASIA,728637259,Stub,84.15
Mohammad Bagheri (politician),iran,ASIA,731995279,Stub,84.15
Javad Arianmanesh,iran,ASIA,732113043,Stub,84.15
Malek Ashraf,iran,ASIA,735467818,Start,84.15
Seyed Mahmoud-Reza Sajjadi,iran,ASIA,737385600,Stub,84.15
Somayeh Mahmoudi,iran,ASIA,738383246,Stub,84.15
Ghazanfar Roknabadi,iran,ASIA,738533617,Start,84.15
Maurice Motamed,iran,ASIA,740807949,Start,84.15
Hamid Baeidinejad,iran,ASIA,742414965,Start,84.15
Akbar Ranjbarzadeh,iran,ASIA,743221155,Stub,84.15
Ali Alilu,iran,ASIA,744464334,Stub,84.15
Aziz Akbarian,iran,ASIA,744468173,Stub,84.15
Gholamreza Shafeei,iran,ASIA,744472039,Stub,84.15
Ali Asghar Sherdost,iran,ASIA,744518512,Stub,84.15
Malek Mansur Mirza Shoa O-Saltaneh,iran,ASIA,744518731,Stub,84.15
Hamid Seyyed Mahdavi Aghdam,iran,ASIA,744518855,Stub,84.15
Vahid Jalalzadeh,iran,ASIA,744519714,Stub,84.15
Fakhraddin Mousavi,iran,ASIA,744520727,Stub,84.15
Zeynalabedin Qiyami,iran,ASIA,744520871,Stub,84.15
Rahimkhan Chalabianloo,iran,ASIA,744521179,Start,84.15
Gholamreza Nouri Ghezeljeh,iran,ASIA,744523077,Stub,84.15
Jalil Jafari,iran,ASIA,744523357,Stub,84.15
Bashir Khaleghi,iran,ASIA,744523525,Stub,84.15
Bahlul Hoseini,iran,ASIA,744524381,Stub,84.15
Abbas Fallahi Babajan,iran,ASIA,744533101,Stub,84.15
Mohammad Ali Madadi,iran,ASIA,744533828,Stub,84.15
Mehdi Davatgari,iran,ASIA,744534261,Stub,84.15
Mohammad Hazratpour,iran,ASIA,744534894,Stub,84.15
Ruhollah Hazratpour,iran,ASIA,744535007,Stub,84.15
Movayyed Hoseini Sadr,iran,ASIA,744535030,Stub,84.15
Akbar Nikzad,iran,ASIA,744538298,Stub,84.15
Mohammad Reza Khanmohammadi,iran,ASIA,744538353,Stub,84.15
Younes Asadi,iran,ASIA,744538509,Stub,84.15
Mohammad Alipour Rahmati,iran,ASIA,744538583,Stub,84.15
Reza Abdollahi,iran,ASIA,744557079,Stub,84.15
Shahruz Afghami,iran,ASIA,744557142,Stub,84.15
Safar Ghahremani,iran,ASIA,744641526,Stub,84.15
Hemayat Mirzadeh,iran,ASIA,748079828,Stub,84.15
Mir Bashir Gasimov,iran,ASIA,749149262,Start,84.15
Razie Golami Shabani,iran,ASIA,753174648,Stub,84.15
Jahangir Mahmoudi,iran,ASIA,753209427,Stub,84.15
Ziaeddin Tavakkoli,iran,ASIA,753318805,Stub,84.15
Neda Hassani,iran,ASIA,755591227,Start,84.15
Seyed Mostafa Mir-Shafiei,iran,ASIA,755821847,Stub,84.15
Electoral history of Gholam-Ali Haddad-Adel,iran,ASIA,756121959,Start,84.15
Morteza Saffari Natanzi,iran,ASIA,756206172,Stub,84.15
Javad Mojtahed Shabestari,iran,ASIA,756612384,Stub,84.15
Tahmasb Mazaheri,iran,ASIA,756614949,Stub,84.15
Mahmoud Jafarian,iran,ASIA,756757376,Start,84.15
Rasoul Montajabnia,iran,ASIA,757068511,Stub,84.15
Ali Bakhtiar,iran,ASIA,757423476,Stub,84.15
Nasser Yeganeh,iran,ASIA,758572616,Start,84.15
Electoral history of Akbar Hashemi Rafsanjani,iran,ASIA,759882189,Start,84.15
Ali Agha-Mohammadi,iran,ASIA,759998187,Stub,84.15
"Mohammad Khatami presidential campaign, 2009",iran,ASIA,760093291,Start,84.15
Sabar Mirza Farman Farmaian,iran,ASIA,760462089,Stub,84.15
Mozaffar Alam,iran,ASIA,760586213,Start,84.15
Taqi Arani,iran,ASIA,760731236,Stub,84.15
Abbas Farzanegan,iran,ASIA,760830632,Stub,84.15
Ali Asghar Al-Mousavi,iran,ASIA,761581534,Stub,84.15
Hamid Garmabi,iran,ASIA,761753605,Stub,84.15
Arsalan Fathipour,iran,ASIA,762288716,Stub,84.15
Interior minister of the Republic of Iran,iran,ASIA,762746486,Stub,84.15
Farajollah Rasai,iran,ASIA,763442957,Stub,84.15
Mostafa Adl,iran,ASIA,763881189,Stub,84.15
Siavash Daneshvar,iran,ASIA,764583481,Stub,84.15
Ateghe Sediqi,iran,ASIA,764896195,Start,84.15
Reza Zanjani,iran,ASIA,764924931,Start,84.15
Roozbeh Farahanipour,iran,ASIA,765489047,Start,84.15
Haydar Khan Amo-oghli,iran,ASIA,765632816,C,84.15
Hassan Sane'i,iran,ASIA,765769792,Stub,84.15
Habibollah Peyman,iran,ASIA,765942915,Stub,84.15
Nasrollah Jahangard,iran,ASIA,765973305,Start,84.15
Behnam Mahmoudi,iran,ASIA,766393135,Start,84.15
Mozaffar Firouz,iran,ASIA,767009614,Stub,84.15
Baqir Khan,iran,ASIA,767037878,Stub,84.15
Ali Reza Khan Azod al-Molk,iran,ASIA,767222715,Stub,84.15
Mohammed Sharif Malekzadeh,iran,ASIA,767699979,Start,84.15
Safdar Rahmat Abadi,iran,ASIA,767836166,Stub,84.15
Ghulam Yahya Daneshian,iran,ASIA,767842544,Stub,84.15
Javad Jahangirzadeh,iran,ASIA,768018339,Stub,84.15
Mohsen Kharazi,iran,ASIA,768804494,Stub,84.15
Elias Naderan,iran,ASIA,769103293,Stub,84.15
Bijan Nobaveh-Vatan,iran,ASIA,769103386,Stub,84.15
Mehrangiz Manouchehrian,iran,ASIA,769149609,Start,84.15
Nasrollah Sajjadi,iran,ASIA,770483990,Stub,84.15
Hamid Rasaee,iran,ASIA,770590080,Start,84.15
Reza Shiran,iran,ASIA,770772931,Stub,84.15
Ruhollah Beigi,iran,ASIA,771084954,Stub,84.15
Habib Boromand Dashghapu,iran,ASIA,771084958,Stub,84.15
Mohammad Feyz Sarabi,iran,ASIA,771084960,Stub,84.15
Hashem Hashemzadeh Herisi,iran,ASIA,771084972,Stub,84.15
Mir Ghesmat Mosavi Asl,iran,ASIA,771084998,Stub,84.15
Seyyed Mohammadi Ali Mosavi,iran,ASIA,771085007,Stub,84.15
Hassan Namazi,iran,ASIA,771085012,Stub,84.15
Haji-Mirza Hassan Roshdieh,iran,ASIA,771085015,Start,84.15
Mohammad Taghi Pourmohammadi,iran,ASIA,771085045,Stub,84.15
Shaban Jafari,iran,ASIA,771462312,Start,84.15
Mohammad Sattarifar,iran,ASIA,771823045,Stub,84.15
Mahmoud Nabavian,iran,ASIA,771973579,Stub,84.15
Hassan Ameli,iran,ASIA,772122443,Stub,84.15
Khalil Boyukzadeh,iran,ASIA,772122922,Stub,84.15
Moslem Malakouti,iran,ASIA,772123589,Stub,84.15
Mohammad Momen,iran,ASIA,772183811,Start,84.15
Abbas Adham,iran,ASIA,772721252,Stub,84.15
Mir Asadollah Madani,iran,ASIA,772927298,Start,84.15
Haji Baba Sheikh,iran,ASIA,774531413,Stub,84.15
Mohammad Qasim Osmani,iran,ASIA,774532439,Stub,84.15
Mohammad Mofatteh,iran,ASIA,774778123,C,84.15
Hamidreza Fouladgar,iran,ASIA,775356494,Stub,84.15
Kazem Rajavi,iran,ASIA,775366483,Start,84.15
Rahman Dadman,iran,ASIA,775837421,Stub,84.15
Farhang Mehr,iran,ASIA,775876914,Start,84.15
Hashem Bathaie Golpayenagi,iran,ASIA,775899063,Stub,84.15
Jamshid Ghanbari Maman,iran,ASIA,776068030,C,84.15
Hajji Ebrahim Shirazi,iran,ASIA,776206770,Start,84.15
Mirza Muhammad Aghazadeh Khorasani,iran,ASIA,776516465,Start,84.15
Mirza Abu'l-Qasem Qa'em-Maqam,iran,ASIA,776576647,Stub,84.15
Rasoul Movahedian,iran,ASIA,777806343,Stub,84.15
Mohammad Hossein Adeli,iran,ASIA,777806556,C,84.15
People's Experts,iran,ASIA,778191083,C,84.15
Electoral history of Saeed Jalili,iran,ASIA,778258751,Stub,84.15
Yasser Hashemi Rafsanjani,iran,ASIA,778510829,Stub,84.15
Khaled Zamzamnejad,iran,ASIA,778784734,Start,84.15
Khodadad Mirza Farman Farmaian,iran,ASIA,778814293,Stub,84.15
Nahid Tajeddin,iran,ASIA,779355700,Stub,84.15
Cheragh-Ali Khan Zanganeh,iran,ASIA,779367098,Start,84.15
Parviz C. Raji,iran,ASIA,780092687,Start,84.15
Minoo Khaleghi,iran,ASIA,781308318,C,84.15
Siamak Moreh Sedgh,iran,ASIA,781397432,Start,84.15
Sorena Sattari,iran,ASIA,781809227,Stub,84.15
Jamal Karimi-Rad,iran,ASIA,781915805,Stub,84.15
Mohammad Taqi Pessian,iran,ASIA,781949081,Start,84.15
Hasanak the Vizier,iran,ASIA,782005013,Start,84.15
Mohammad Reza Tabesh,iran,ASIA,782146402,Stub,84.15
Amir Mohebbian,iran,ASIA,782189992,Start,84.15
Zahra Mostafavi Khomeini,iran,ASIA,782190559,Start,84.15
Mohsen Rohami,iran,ASIA,782236957,Stub,84.15
Mohsen Kouhkan,iran,ASIA,782416095,Stub,84.15
Maryam Farman Farmaian,iran,ASIA,782816061,Start,84.15
Manuchehr Eliasi,iran,ASIA,783276172,Stub,84.15
Sousan Keshavarz,iran,ASIA,783282983,Stub,84.15
Mohammad Mohammadi Gilani,iran,ASIA,783321209,Stub,84.15
Mohsen Mojtahed Shabestari,iran,ASIA,783341438,Start,84.15
Hossein Kohkan,iran,ASIA,783347744,Start,84.15
Noraladin Pirmoazzen,iran,ASIA,783364407,Stub,84.15
Shahrokh Sultan Zanganeh,iran,ASIA,783390350,Stub,84.15
Seyyed Ali Riaz,iran,ASIA,783431530,Stub,84.15
Hamid Reza Chitgar,iran,ASIA,783449396,Start,84.15
Mohammad-Kazem Anbarlouei,iran,ASIA,783473697,Stub,84.15
Fazlollah Mousavi,iran,ASIA,783758324,Stub,84.15
Hossein Tala,iran,ASIA,783806294,Stub,84.15
Akbar A'lami,iran,ASIA,783892617,Stub,84.15
Meysam Saeidi,iran,ASIA,783892943,Stub,84.15
Abbas Ka'bi,iran,ASIA,784098349,Stub,84.15
Electoral history of Mohammad Bagher Ghalibaf,iran,ASIA,784114374,Start,84.15
Mehdi Isazadeh,iran,ASIA,784340192,Stub,84.15
Behafarid,iran,ASIA,784374287,Stub,84.15
Hossein Ghods-Nakhai,iran,ASIA,784585874,Start,84.15
Sardar Rafie Yanehsari,iran,ASIA,784587393,Stub,84.15
Hassan Hasanzadeh Amoli,iran,ASIA,784785695,Start,84.15
Ghiyas al-Din ibn Rashid al-Din,iran,ASIA,785036469,Stub,84.15
Shamseddin Vahabi,iran,ASIA,785082020,Stub,84.15
Hassan Khomeini,iran,ASIA,785497322,B,84.15
Mousa Chegini,iran,ASIA,785520868,Stub,84.15
Emad Behavar,iran,ASIA,785800788,Stub,84.15
Hassan Shariatmadari,iran,ASIA,785977707,Start,84.15
Sahebeh Rouhani,iran,ASIA,786104088,Stub,84.15
Mahmoud Ahmadzadeh,iran,ASIA,786127696,Stub,84.15
Safdar Hosseini,iran,ASIA,786152958,Start,84.15
Mohammad Farrokhi Yazdi,iran,ASIA,786171135,Start,84.15
Mehrdad Khonsari,iran,ASIA,786277716,C,84.15
Ebrahim Amini,iran,ASIA,786611994,Stub,84.15
Hamid Lotfollahian,iran,ASIA,786755078,Stub,84.15
Abdollah Jassbi,iran,ASIA,787068278,Start,84.15
Seyed Mahmood Hosseini,iran,ASIA,787109199,Start,84.15
Mohammad Yeganeh,iran,ASIA,787134300,Start,84.15
Electoral history of Hassan Rouhani,iran,ASIA,787223351,Start,84.15
A 250 Years Old Person,iran,ASIA,787268259,Start,84.15
Mirza Abdul'Rahim Talibov Tabrizi,iran,ASIA,787293514,C,84.15
Hamid Mowlana,iran,ASIA,787334395,Start,84.15
Muhammad Hossein Naini,iran,ASIA,787343770,C,84.15
Abbas Abdi,iran,ASIA,787365487,Start,84.15
Abbas Vaez-Tabasi,iran,ASIA,787368428,Start,84.15
Abdolnabi Namazi,iran,ASIA,787391942,Stub,84.15
Abdolqader Zahedi,iran,ASIA,787391975,Stub,84.15
Abolfazl Fateh,iran,ASIA,787433603,C,84.15
Hossein Mousavi Tabrizi,iran,ASIA,787750556,Stub,84.15
Ali Fathollahzadeh,iran,ASIA,787781437,Start,84.15
Ahmad Ahmadi (philosopher),iran,ASIA,787904162,Stub,84.15
Ahmad Bourghani,iran,ASIA,787905483,Start,84.15
Ahmad Sadegh-Bonab,iran,ASIA,787907878,Stub,84.15
Sadeq Ganji,iran,ASIA,787910984,Stub,84.15
Sunpadh,iran,ASIA,787921514,Start,84.15
Sattar Khan,iran,ASIA,788085800,C,84.15
Alireza Rajaei,iran,ASIA,788185339,Stub,84.15
Reza Alamouti,iran,ASIA,788207923,Start,84.15
Ali Akbar Ghoreishi,iran,ASIA,788468106,Start,84.15
Ali Nikzad,iran,ASIA,788478867,C,84.15
Ali Younesi,iran,ASIA,788483425,Stub,84.15
Mass'oud Mirza Zell-e Soltan,iran,ASIA,788556797,Start,84.15
Allahverdi Dehghani,iran,ASIA,788575126,Stub,84.15
Amir Arshad,iran,ASIA,788880158,Start,84.15
Amirreza Amirbakhtiar,iran,ASIA,788884593,Start,84.15
Azar Majedi,iran,ASIA,789027135,Start,84.15
Mahmudali Chehregani,iran,ASIA,789656569,C,84.15
Fatemeh Ajorlou,iran,ASIA,789744982,Start,84.15
Laleh Eftekhari,iran,ASIA,789745415,Stub,84.15
Mahnaz Bahmani,iran,ASIA,789745418,Stub,84.15
Mehrangiz Morovvati,iran,ASIA,789745420,Stub,84.15
Nafiseh Fayyazbakhsh,iran,ASIA,789745449,Stub,84.15
Rafat Bayat,iran,ASIA,789745461,Stub,84.15
Vahideh Taleghani,iran,ASIA,789745472,Stub,84.15
Arzhang Davoodi,iran,ASIA,789875153,Start,84.15
Taghi Rahmani,iran,ASIA,789900765,Stub,84.15
Gholam-Abbas Tavassoli,iran,ASIA,789915240,Stub,84.15
Safdar Jang,iran,ASIA,790004586,C,84.15
Effat Shariati,iran,ASIA,790062691,Start,84.15
Tayebeh Safaei,iran,ASIA,790065438,Stub,84.15
Fatemeh Rahbar,iran,ASIA,790212980,Stub,84.15
Ja'far Pishevari,iran,ASIA,790228391,C,84.15
Mohammad Bastenegar,iran,ASIA,790333825,Stub,84.15
Badí‘,iran,ASIA,790422199,Start,84.15
Aliakbar Aghaei Moghanjoei,iran,ASIA,790835331,Stub,84.15
Vali Maleki,iran,ASIA,791175884,Stub,84.15
Beytollah Abdollahi,iran,ASIA,791288962,Start,84.15
Mohammad Forouzandeh,iran,ASIA,791470991,Stub,84.15
Saadat Ali Khan I,iran,ASIA,791646519,Start,84.15
Abdolali Bazargan,iran,ASIA,791760673,Stub,84.15
Mohammed Kazem Yazdi,iran,ASIA,791768293,Start,84.15
Sayyed Ibrahim Estahbanati,iran,ASIA,791769199,Start,84.15
Hassan Rahimpour Azghadi,iran,ASIA,792033404,Start,84.15
Mehdi Hashemi Rafsanjani,iran,ASIA,792093348,C,84.15
Ashraf Dehghani,iran,ASIA,792095777,Start,84.15
Kazem Seddiqi,iran,ASIA,792254859,Start,84.15
Kamal Daneshyar,iran,ASIA,792289945,Stub,84.15
Elaheh Koulaei,iran,ASIA,792293628,Stub,84.15
Hushang Hamidi,iran,ASIA,792294333,Stub,84.15
Amir Reza Khadem,iran,ASIA,792294732,Start,84.15
Hamid Reza Katouzian,iran,ASIA,792295125,Start,84.15
Hossein Kamali,iran,ASIA,792295357,Stub,84.15
Jalal Jalalizadeh,iran,ASIA,792295537,Stub,84.15
Azam Taleghani,iran,ASIA,792298296,Start,84.15
Esmail Shooshtari,iran,ASIA,792298478,Stub,84.15
Bahaedin Adab,iran,ASIA,792301043,Start,84.15
Mousa Qorbani,iran,ASIA,792301252,Stub,84.15
Amir Nosrat'ollah Balakhanlou,iran,ASIA,792320469,Start,84.15
Mahammad Ali Tarbiat,iran,ASIA,792325233,Stub,84.15
Mohammad Khiabani,iran,ASIA,792325915,Start,84.15
Jamshid Bahman Jamshidian,iran,ASIA,792347771,Start,84.15
Ali Mansur,iran,ASIA,792393990,Stub,84.15
Mohammad Sa'ed,iran,ASIA,792394184,Start,84.15
Ebrahim Hakimi,iran,ASIA,792394356,Start,84.15
Ali Soheili,iran,ASIA,792394645,Start,84.15
Ahmad Matin-Daftari,iran,ASIA,792394849,Stub,84.15
Mahmoud Djam,iran,ASIA,792394899,Start,84.15
Abdol Majid Mirza,iran,ASIA,792395261,Stub,84.15
Mohammad Vali Khan Tonekaboni,iran,ASIA,792395287,C,84.15
Abolqasem Naser ol-Molk,iran,ASIA,792395415,Stub,84.15
Mirza Ali Asghar Khan Amin al-Soltan,iran,ASIA,792395534,C,84.15
Morteza Gholi Khan Hedayat,iran,ASIA,792396057,Stub,84.15
Majid Khodabakhsh,iran,ASIA,792428154,Stub,84.15
Parviz Kazemi,iran,ASIA,792438683,Stub,84.15
Alireza Novin,iran,ASIA,792592971,Stub,84.15
Sadegh Kharazi,iran,ASIA,792865527,Start,84.15
Ali Shakouri-Rad,iran,ASIA,792866617,Stub,84.15
Nasrollah Pejmanfar,iran,ASIA,792871675,Stub,84.15
Hossein Naghavi-Hosseini,iran,ASIA,792873948,Stub,84.15
Ahmad Khorram,iran,ASIA,792905760,Stub,84.15
Shamseddin Hosseini,iran,ASIA,792908354,Start,84.15
Ali Khatami,iran,ASIA,792909961,Stub,84.15
Zahra Rahnavard,iran,ASIA,792927211,Start,84.15
Abolfazl Ghadyani,iran,ASIA,792931453,Stub,84.15
Hekmat E Shirazi,iran,ASIA,792937686,Start,84.15
Ali Abdolalizadeh,iran,ASIA,792947364,Stub,84.15
Mahmoud Bahmani,iran,ASIA,793052312,Start,84.15
Mohammad-Hashem Mohaymeni,iran,ASIA,793070297,Stub,84.15
Mirza Hassan Khan Esfandiary,iran,ASIA,793083538,Stub,84.15
Mohammad-Ali Najafi (born 1956),iran,ASIA,793123637,Stub,84.15
Mohammad-Reza Tavassoli,iran,ASIA,793317318,Stub,84.15
Mohsen Sadr,iran,ASIA,793349843,Start,84.15
Fatemeh Alia,iran,ASIA,793375669,Stub,84.15
Ali-Qoli Khan Bakhtiari,iran,ASIA,793478248,Stub,84.15
Jafar Kashani,iran,ASIA,793509843,Stub,84.15
Nasser Biria,iran,ASIA,793556594,Start,84.15
Mohammad-Javad Abtahi,iran,ASIA,793572228,Stub,84.15
Reza Ostadi,iran,ASIA,793578865,Stub,84.15
Zohreh Elahian,iran,ASIA,793582825,Stub,84.15
Jalal ed-Din Amir Chakhmaq Shami,iran,ASIA,793660106,Stub,84.15
Akbar Atri,iran,ASIA,793667630,Start,84.15
Ali-Ashraf Abdollah Porihoseini,iran,ASIA,793709493,Stub,84.15
Mohammad-Ali Taskhiri,iran,ASIA,793733221,Stub,84.15
Reza Zavare'i,iran,ASIA,794053541,Stub,84.15
Gholam-Hossein Nozari,iran,ASIA,794058409,Start,84.15
Ali-Asghar Fani,iran,ASIA,794059560,Stub,84.15
Hossein Mozaffar,iran,ASIA,794059867,Stub,84.15
Hassan Tarighat Monfared,iran,ASIA,794063305,Stub,84.15
Alireza Marandi,iran,ASIA,794063460,Start,84.15
Kazem Sami,iran,ASIA,794063493,Start,84.15
Mahmoud Goudarzi,iran,ASIA,794068344,Stub,84.15
Monireh Gorji,iran,ASIA,794073095,Stub,84.15
Abdul-Karim Mousavi Ardebili,iran,ASIA,794073116,Start,84.15
Yadollah Sahabi,iran,ASIA,794073272,Stub,84.15
Mohammad Beheshti Shirazi,iran,ASIA,794389289,Stub,84.15
Hossein-Ali Amiri,iran,ASIA,794390140,Stub,84.15
Mohammad-Ali Shahidi,iran,ASIA,794393283,Start,84.15
Nasser Farbod,iran,ASIA,794404252,Stub,84.15
Ja'far Kavian,iran,ASIA,794415791,Stub,84.15
Alireza Zakani,iran,ASIA,794491534,Stub,84.15
Mehdi Kouchakzadeh,iran,ASIA,794491594,Start,84.15
Javad Karimi-Ghodousi,iran,ASIA,794493069,Stub,84.15
Hossein-Ali Haji-Deligani,iran,ASIA,794493099,Stub,84.15
Nader Ghazipour,iran,ASIA,794493152,Stub,84.15
Shapour Marhaba,iran,ASIA,794495200,Start,84.15
National Security and Nuclear Diplomacy,iran,ASIA,794506687,C,84.15
Masoud Roghani Zanjani,iran,ASIA,794662327,Stub,84.15
Majid Ansari,iran,ASIA,794691005,Stub,84.15
Hossein Allahkaram,iran,ASIA,794715522,Stub,84.15
Morteza Bank,iran,ASIA,794755464,Stub,84.15
Salman Khodadadi,iran,ASIA,794757922,Stub,84.15
Mohammad Dehghan,iran,ASIA,794758050,Stub,84.15
Abdolreza Hashemzaei,iran,ASIA,794894567,Stub,84.15
Mohammad Reza Najafi,iran,ASIA,794894597,Stub,84.15
Davoud Mohammadi,iran,ASIA,794894607,Stub,84.15
Mohsen Alijani-Zamani,iran,ASIA,794894617,Stub,84.15
Ahmad Mazani,iran,ASIA,794894624,Stub,84.15
Farid Mousavi,iran,ASIA,794894636,Stub,84.15
Tayebeh Siavoshi,iran,ASIA,794894641,Stub,84.15
Mohammad Javad Fathi,iran,ASIA,794894652,Stub,84.15
Fatemeh Zolghadr,iran,ASIA,794894661,Stub,84.15
Parvaneh Mafi,iran,ASIA,794894676,Stub,84.15
Mohammad Ali Vakili,iran,ASIA,794894686,Stub,84.15
Mehdi Sheykh,iran,ASIA,794894964,Stub,84.15
Fatemeh Saeidi,iran,ASIA,794894970,Stub,84.15
Gholamreza Heydari,iran,ASIA,794894979,Start,84.15
Parvaneh Salahshouri,iran,ASIA,794894990,Start,84.15
Fatemeh Hosseini,iran,ASIA,794895225,Stub,84.15
Farideh Oladghobad,iran,ASIA,794895258,Stub,84.15
Mohsen Mehralizadeh,iran,ASIA,794925291,Start,84.15
Mohammad-Hassan Malekmadani,iran,ASIA,795006374,Stub,84.15
Mohammad Hashemi Rafsanjani,iran,ASIA,795047613,Stub,84.15
Abdallah Mazandarani,iran,ASIA,795218982,Start,84.15
Zahra Ahmadipour,iran,ASIA,795324226,Stub,84.15
Council for Spreading Mahmoud Ahmadinejad's Thoughts,iran,ASIA,795341053,Stub,84.15
Mohammad Dadkan,iran,ASIA,795363773,C,84.15
Ghorbanali Dorri-Najafabadi,iran,ASIA,795466171,Start,84.15
Nizam al-Mulk,iran,ASIA,795580039,C,84.15
Mohammad Ali Hosseini,iran,ASIA,795690800,Stub,84.15
Hassan Ghashghavi,iran,ASIA,795693604,Stub,84.15
Mohammad-Hassan Aboutorabi Fard,iran,ASIA,795694318,Stub,84.15
